Collector (PI),field_number,Genus,Species,subspecies,needs_confirmation,order,sex,mass (g),date,Country,Department,Municipio,Locality,vereda,reserva,Latitude_Original,Longitude_Original,elevation,Ectoparasite_sample,Ectoparsite Sampling Method,Ecotparasite Box Location (Cold Storage),ectoparasites_box,lice_total,Ecomorph Notes,lice ages,feather_mites_total,ticks_total,flies_total,fleas_total,others,Column
GAM,2L,Phaethornis,longirostris,,,Apodiformes,U,7.39,Mon Apr 28 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,3R 5L,Phaethornis,longirostris,,,Apodiformes,U,6.07,Mon Apr 28 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,"3R, 1L SIN COLA",Phaethornis,longirostris,,,Apodiformes,U,6.79,Mon Apr 28 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1528,Epinecrophylla,fulviventris,,,Passeriformes,U,10.45,Mon Apr 28 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,C589,Nonnula,frontalis,,,Galbuliformes,U,16.9,Mon Apr 28 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E750,Rynchocyclus,pacificus,,cf,Passeriformes,U,35.47,Mon Apr 28 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Phaethornis,striigularis,,,Apodiformes,U,2.67,Mon Apr 28 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Galbula,ruficauda,,,Galbuliformes,U,23.22,Mon Apr 28 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Glaucis,hirsutus,,,Apodiformes,U,6.52,Mon Apr 28 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B741,Epinecrophylla,fulviventris,,,Passeriformes,U,11.13,Tue Apr 29 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B742,Manacus,manacus,,,Passeriformes,U,15.88,Tue Apr 29 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B743,Glyphorynchus,spirurus,,,Passeriformes,U,12.76,Tue Apr 29 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B744,Epinecrophylla,fulviventris,,cf,Passeriformes,U,,Tue Apr 29 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B745,Manacus,manacus,,,Passeriformes,U,16.67,Tue Apr 29 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B746,Epinecrophylla,fulviventris,,,Passeriformes,U,9.73,Tue Apr 29 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B1501,Mionectes,oleagineus,,,Passeriformes,U,,Tue Apr 29 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1515,Glyphorynchus,spirurus,,,Passeriformes,U,13.47,Tue Apr 29 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,C553,Galbula,ruficauda,,,Galbuliformes,F,23.39,Tue Apr 29 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E747,Myrmeciza,exsul,,,Passeriformes,U,,Tue Apr 29 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B747,Pipra,erythrocephala,,,Passeriformes,M,11.84,Wed Apr 30 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B749,Mionectes,oleagineus,,,Passeriformes,U,11.87,Wed Apr 30 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B749,Epinecrophylla,fulviventris,,,Passeriformes,U,11.14,Wed Apr 30 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Amazilia,amabilis,,,Apodiformes,F,3.68,Wed Apr 30 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Phaethornis,longirostris,,,Apodiformes,U,6.77,Wed Apr 30 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B748,Manacus,manacus,,,Passeriformes,F,15.75,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B750,Machaeropterus,regulus,,,Passeriformes,M,9.46,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,"P4,22",1,,,0,0,0,,,
GAM,B751,Machaeropterus,regulus,,,Passeriformes,U,10.78,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,E707,Eucometis,penicillata,,,Passeriformes,U,32.4,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,E748,Gymnopithys,leucaspis,,,Passeriformes,U,29.47,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,E755,Myrmeciza,exsul,,,Passeriformes,U,27.02,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B1533,Glyphorynchus,spirurus,,,Passeriformes,U,13.72,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1534,Glyphorynchus,spirurus,,,Passeriformes,U,12.84,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1556,Leptopogon,amaurocephalus,,,Passeriformes,U,13.46,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1580,Glyphorynchus,spirurus,,,Passeriformes,U,13.92,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1597,Machaeropterus,regulus,,,Passeriformes,F,9.66,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,C44,Cyanocompsa,cyanoides,,,Passeriformes,U,25.31,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E706,Eucometis,penicillata,,,Passeriformes,U,34.2,Thu May 01 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E745,Trogon,rufus,,,Trogoniformes,F,54.59,Fri May 02 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,E751,Gymnopithys,leucaspis,,,Passeriformes,U,32.73,Fri May 02 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B753,Pipra,erythrocephala,,,Passeriformes,U,11.71,Fri May 02 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B754,Rynchocyclus,pacificus,,cf,Passeriformes,U,22.33,Fri May 02 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B755,Mionectes,oleagineus,,,Passeriformes,U,,Sat May 03 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,"5 IZQ, 4 DER",Phaethornis,longirostris,,,Apodiformes,U,6.48,Sat May 03 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B740,Glyphorynchus,spirurus,,,Passeriformes,U,12.38,Sat May 03 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B756,Rynchocyclus,pacificus,,cf,Passeriformes,U,22.87,Sat May 03 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,C503,Manacus,manacus,,,Passeriformes,F,,Sat May 03 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,C556,Phylidor,fuscipenne,,,Passeriformes,U,27.16,Sat May 03 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E721,Schiffornis,turdina,,,Passeriformes,U,,Sat May 03 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Manacus,manacus,,,Passeriformes,M,17.94,Sat May 03 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Florisuga,melivora,,,Apodiformes,U,6.26,Sat May 03 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,1245,Leptopogon,amaurocephalus,,,Passeriformes,U,12.25,Sun May 04 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"E1,I8",0,,0,>10,1,0,,0,
GAM,1246,Polytmus,guainumbi,,,Apodiformes,U,4.25,Sun May 04 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"E1,J4",0,,0,many,0,0,,0,
GAM,1247,Arremonops,conirostris,,,Passeriformes,U,32.3,Sun May 04 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,D9",2,,ad,0,0,0,,0,
GAM,19,Dendrocincla,fuliginosa,,,Passeriformes,U,33,Mon May 05 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"E1,J3",0,,0,>5,0,0,,0,
GAM,1248,Elaenia,parvirostris,,,Passeriformes,U,13.5,Mon May 05 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,F3",6,,ju-ad,0,0,0,,0,
GAM,1249,Progne,tapera,,,Passeriformes,U,30.3,Mon May 05 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,D4",11,,ju-ad,>10,0,0,,0,
GAM,1250,Eupsittula,pertinax,,,Psittaciformes,U,78,Mon May 05 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,D8",45,,ba-ju-ad,0,0,0,,0,
GAM,1251,Molothrus,bonariensis,,,Passeriformes,U,55,Mon May 05 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,C1",1,,ad,0,1,0,,0,
GAM,1252,Chloroceryle,aenea,,,Coraciiformes,U,12.5,Mon May 05 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"E1,J1",0,,0,0,0,0,,Endo? Lombriz?,
GAM,B1799,Myiobius,atricaudus,,,Passeriformes,U,13.57,Mon May 05 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B760,Glyphorynchus,spirurus,,,Passeriformes,U,,Mon May 05 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B769,Microcerculus,marginatus,,,Passeriformes,U,20.59,Mon May 05 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E721,Schiffornis,turdina,,,Passeriformes,U,38.99,Mon May 05 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E748,Gymnopithys,leucaspis,,,Passeriformes,U,28.25,Mon May 05 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E750,Sclerurus,guatimalensis,,,Passeriformes,U,34.52,Mon May 05 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E756,Gymnopithys,leucaspis,,,Passeriformes,U,,Mon May 05 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,1260,Arremonops,conirostris,,,Passeriformes,U,,Tue May 06 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,C10",1,,ad,0,0,0,,0,
GAM,B1532,Glyphorynchus,spirurus,,,Passeriformes,U,14.34,Tue May 06 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B763,Glyphorynchus,spirurus,,,Passeriformes,U,14.18,Tue May 06 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,C388,Dendrocincla,fuliginosa,,,Passeriformes,U,17.51,Tue May 06 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,C587,Glyphorynchus,spirurus,,,Passeriformes,U,,Tue May 06 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E763,Phylidor,fuscipenne,,,Passeriformes,U,29.84,Tue May 06 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,G304,Geotrygon,montana,,,Columbiformes,U,128.16,Tue May 06 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,1261,Amazilia,versicolor,,,Apodiformes,U,4,Wed May 07 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"E1,J5",0,,0,MaNY,0,0,,0,
GAM,B796,Mionectes,oleagineus,,,Passeriformes,U,10.58,Wed May 07 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,,,,,,,,,,
GAM,4R5L,Phaethornis,longirostris,,,Apodiformes,U,6.6,Wed May 07 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1580,Glyphorynchus,spirurus,,,Passeriformes,U,13.89,Wed May 07 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1593,Leptopogon,amaurocephalus,,,Passeriformes,U,14.04,Wed May 07 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1597,Machaeropterus,regulus,,,Passeriformes,U,9.47,Wed May 07 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1702,Glyphorynchus,spirurus,,,Passeriformes,U,14.78,Wed May 07 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,1268,Schistochlamys,melanopis,,,Passeriformes,U,30,Thu May 08 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,E4",6,,ba-ju-ad,0,0,0,,0,
GAM,1270,Turdus,nudigenis,,,Passeriformes,U,62,Thu May 08 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,E5",10,,ba-ju-ad,0,0,0,,0,
GAM,1271,Tangara,cayana,,,Passeriformes,U,20,Thu May 08 00:00:00 PDT 2014,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,E2",2,,ju,0,0,0,,0,
GAM,B799,Mionectes,oleagineus,,,Passeriformes,U,11.52,Thu May 08 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B798,Pipra,erythrocephala,,,Passeriformes,U,12.6,Mon May 12 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B763,Glyphorynchus,spirurus,,,Passeriformes,U,,Tue May 13 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,D292,Malacoptila,panamensis,,,Galbuliformes,U,39.94,Tue May 13 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Phaethornis,longirostris,,,Apodiformes,U,6.67,Tue May 13 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,C551,Dendrocincla,fuliginosa,,,Passeriformes,U,40.94,Wed May 14 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B764,Leptopogon,amaurocephalus,,,Passeriformes,U,12.19,Thu May 15 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,"P4,23",1,,,0,0,0,,,
GAM,B766,Leptopogon,amaurocephalus,,,Passeriformes,U,12.84,Thu May 15 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B794,Machaeropterus,regulus,,,Passeriformes,M,10.31,Thu May 15 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B767,Glyphorynchus,spirurus,,,Passeriformes,U,13.7,Thu May 15 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,NA,Mionectes,oleagineus,,,Passeriformes,U,,Thu May 15 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B791,Glyphorynchus,spirurus,,,Passeriformes,U,13.28,Fri May 16 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,F510,Dendrocincla,fuliginosa,,,Passeriformes,U,40.81,Fri May 16 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B1760,Glyphorynchus,spirurus,,,Passeriformes,U,,Fri May 16 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B793,Glyphorynchus,spirurus,,,Passeriformes,U,13.02,Fri May 16 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E764,Malacoptila,panamensis,,,Galbuliformes,U,43.25,Fri May 16 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E765,Malacoptila,panamensis,,,Galbuliformes,U,38.5,Fri May 16 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B768,Pipra,erythrocephala,,,Passeriformes,U,12.95,Sat May 17 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,E767,Gymnopithys,leucaspis,,,Passeriformes,U,33.6,Sat May 17 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B1770,Myrmotherula,axillaris,,,Passeriformes,U,9.82,Sat May 17 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1773,Glyphorynchus,spirurus,,,Passeriformes,U,13.24,Sat May 17 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B1775,Glyphorynchus,spirurus,,,Passeriformes,U,24.6,Sat May 17 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,D298,Gymnopithys,leucaspis,,,Passeriformes,U,33.18,Sat May 17 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,D298,Gymnopithys,leucaspis,,,Passeriformes,U,,Sat May 17 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B710,Pipra,erythrocephala,,,Passeriformes,U,12.52,Mon May 19 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,YES,,Universidad Icesi,0,0,,,0,0,0,,,
GAM,B763,Glyphorynchus,spirurus,,,Passeriformes,U,13.54,Mon May 19 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,B769,Myiobius,atricaudus,,,Passeriformes,U,,Mon May 19 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E726,Gymnopithys,leucaspis,,,Passeriformes,U,,Mon May 19 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
GAM,E768,Gymnopithys,leucaspis,,,Passeriformes,U,32.8,Mon May 19 00:00:00 PDT 2014,Colombia,Antioquia,Remedios,Remedios,La cruz,La Brillantina,6°54.354',74°34.591',600,NO,,,,,,,,,,,,
